id,Peso,Longitud_tarso,Longitud_ala,Longitud_pico,Longitud_pluma_interior_de_la_cola,Longitud_pluma_exterior_de_la_cola,target
H9-2014-09-20,56.3,29.2,36.5,13.5,NA,NA,31
FA-2012-11-03,93.8,33,142,15.5,54,66,68
D10-2015-11-17,77.8,31.1,156,15.2,59,75,73
C5-2017-09-18,87.3,31.4,76,16,NA,NA,42
FA-2012-08-29,9.7,13.3,14,8.6,NA,NA,2
H8-2017-09-08,75.4,30.5,44,13.6,NA,NA,30
D6-2015-10-08,78.2,33.8,92,15.4,31,32,52
D6-2014-09-22,79.4,NA,NA,NA,NA,NA,36
D6-2012-09-24,78.8,32.5,66,14,11,16,37
F14-2015-09-10,77.4,33,81,14.6,27,28,48
F19-2014-09-05,76.1,31.2,63,13.4,15,18,37
E14-2014-10-13,86.9,34.5,73.5,15.2,26,29,48
F19-2012-09-25,89.2,34,141,15,52,66,67
F19-2015-10-22,81.9,33.5,167,14.5,59,75,68
B6-2012-10-10,87.3,NA,NA,NA,NA,NA,47
F10-2017-10-27,77.5,31.9,132,15,54,63,57
H5-2017-10-03,68.6,33,115,15.5,47,64,56
G8-2013-09-18,52.3,30,61,13,17,19,38
A9-2014-09-05,NA,NA,NA,NA,NA,NA,16
D9-2015-09-26,80.3,33.4,86.5,15.1,NA,NA,51
F17-2014-09-05,43.8,29.2,37,12.8,NA,NA,28
E14-2014-10-24,91.8,NA,NA,NA,NA,NA,59
E14-2014-10-29,86.4,NA,NA,NA,NA,NA,64
F6-2012-10-28,78.2,NA,NA,NA,NA,NA,66
A9-2017-10-26,76.4,32.3,151,15.5,56,71,63
H5-2015-09-22,71.8,32.1,82,14.5,27,30,46
E17-2012-09-17,45,24.3,30,12.8,NA,NA,25
C11-2015-09-17,15,14,13.5,10.1,NA,NA,10
FD-2015-11-07,60.9,33,153,15.6,57,72,66
D6-2012-10-21,101.5,33,145,15,54,70,64
F12-2014-10-14,59,31.2,81.5,14.6,20,25,60
B12-2012-08-31,28.4,16,17,9.5,NA,NA,10
C6-2012-09-05,64,25.1,32,12.5,NA,NA,24
B1-2014-08-19,44.9,19.1,19.5,11.7,NA,NA,12
B13-2014-10-27,92.4,NA,NA,NA,NA,NA,60
C1-2017-09-24,70.6,29.9,49,13.9,NA,NA,36
F10-2014-08-24,37.8,17.4,17,10.9,NA,NA,11
D9-2012-08-28,65,29.9,44,13.9,NA,NA,31
G8-2013-10-24,52,31.1,165,13.9,56,82,74
F17-2014-10-11,59.4,33,134,14.8,51,60.5,64
D11-2014-09-28,86.6,33.6,109,15.3,37,39,51
G12-2014-09-14,65.6,33.3,76,14.8,24.5,26,42
C4-2013-09-18,63.7,32.8,98,14.3,36,40,53
B13-2012-09-12,71,NA,NA,NA,NA,NA,21
G7-2013-09-12,51.5,27.3,39,13,NA,NA,26
B6-2012-09-04,32.2,NA,NA,NA,NA,NA,11
D7-2014-08-24,33.5,18.5,18,11.2,NA,NA,13
B6-2012-11-03,81.4,NA,NA,NA,NA,NA,71
D5-2014-11-01,54,NA,NA,NA,NA,NA,70
E6-2017-10-26,83.8,31.4,151,15.5,62,76,60
D9-2014-08-23,56.6,28.9,40.5,13.6,NA,NA,29
D6-2012-09-06,47.6,23.5,26,11.5,NA,NA,19
B13-2012-08-28,19.3,NA,NA,NA,NA,NA,6
E17-2012-09-09,35.5,NA,NA,NA,NA,NA,17
FD-2012-09-12,75.5,33.6,71,14.4,20,15,39
D3-2015-09-08,38.3,21.47,22,12.01,NA,NA,15
F6-2012-10-14,89,31.5,99,14.5,35,42,52
C6-2017-10-27,75.3,33.3,168,15.6,62,84,71
F6-2017-09-12,62,26.5,30,13,NA,NA,25
C2-2014-09-22,50.8,NA,NA,NA,NA,NA,36
FC-2012-09-03,65.8,25.5,29,12.3,NA,NA,21
A9-2014-08-29,13.3,NA,NA,NA,NA,NA,9
E16-2014-09-19,31.3,29.3,53,14,5,5,44
B12-2012-09-12,65,23.9,31,12.1,NA,NA,22
F6-2015-09-21,33.1,21.1,23,12.2,NA,NA,21
H5-2014-08-18,21.8,14.8,15,9.8,NA,NA,7
C2-2014-08-29,26.4,NA,NA,NA,NA,NA,12
C2-2014-10-04,89.5,NA,NA,NA,NA,NA,48
G2-2015-10-01,61,30.8,85,15,30,27,48
F6-2012-09-10,50.2,NA,NA,NA,NA,NA,18
B13-2014-10-07,NA,NA,NA,NA,NA,NA,40
D5-2014-11-16,60.4,NA,NA,NA,NA,NA,85
D13-2012-10-18,85,31.3,142,14.8,53,65,63
H9-2014-09-15,49,NA,NA,NA,NA,NA,26
G9-2017-09-05,50.3,23.5,30,12,NA,NA,22
G11-2014-09-20,70.1,32.3,162,15.8,55,72,68
E17-2012-09-26,65.4,28.6,46,13.7,NA,NA,34
F10-2017-10-03,80.4,30.6,54,12.6,48,52,33
H9-2014-10-05,NA,NA,NA,NA,NA,NA,46
A3-2012-10-09,67.7,31.9,106,14.6,40,43,52
A9-2015-09-24,55.7,31,74,15.2,20,16,44
A9-2017-08-26,NA,NA,NA,NA,NA,NA,2
D5-2012-10-23,82.5,32.2,126,15,53,65,64
H3-2017-10-04,84.2,32.2,142,15.3,54,65,61
E14-2015-10-18,98.8,34.8,144,15.9,52,69,66
D5-2014-09-07,NA,NA,NA,NA,NA,NA,15
H9-2014-10-12,74.9,NA,NA,NA,NA,NA,53
E16-2012-09-19,69.4,NA,NA,NA,NA,NA,32
B3-2017-09-30,78.6,29,53,14.2,NA,NA,28
D6-2014-08-21,12.4,12.6,12,9.6,NA,NA,4
B13-2014-10-14,93.9,NA,NA,NA,NA,NA,47
F17-2014-09-23,44.7,32.3,67,14.3,23,26,46
FD-2012-09-15,82,34,77,14.4,18,21,42
E22-2017-10-03,88.9,34.4,124,15.6,48,54,57
B13-2014-09-29,76.9,NA,NA,NA,NA,NA,32
G12-2013-09-06,60.2,31.2,51,14.3,NA,NA,37
F9-2014-09-24,68.3,NA,NA,NA,NA,NA,37
C6-2012-08-27,43.7,19.4,18,11,NA,NA,15
A2-2014-08-22,67.6,32.5,53,14.5,NA,NA,39
D6-2014-08-30,NA,NA,NA,NA,NA,NA,13
D3-2012-08-22,23.3,15.5,18,10.4,NA,NA,10
E17-2012-09-24,56.8,NA,NA,NA,NA,NA,32
H3-2015-09-04,67.8,29.32,43,14.35,NA,NA,32
F9-2014-09-26,72.5,28.8,62,13.8,15,15,39
F17-2017-09-18,60.4,30.3,55,13.4,NA,NA,34
F6-2012-10-01,53.8,NA,NA,NA,NA,NA,39
A9-2017-09-17,55.6,NA,NA,NA,NA,NA,24
C3-2012-10-08,78,31.5,167,15.7,55,76,70
FA-2012-11-10,88.7,NA,NA,NA,NA,NA,75
H4-2013-10-25,52.5,31.6,151,15.1,54,75,70
FA-2012-10-13,83.5,32.9,76,15.1,17,20,47
D5-2014-08-24,10.7,13.1,13,9,NA,NA,1
H9-2014-10-02,73.2,33.7,64,14.9,12,13,43
G13-2014-10-20,58.4,31.5,160,15.2,57,82,72
B13-2012-09-03,42.3,NA,NA,NA,NA,NA,12
E16-2012-09-08,48.7,NA,NA,NA,NA,NA,21
A9-2014-10-17,72.5,31.1,78.5,14.2,21,27,58
F6-2017-08-28,25.1,16.9,12.5,10.5,NA,NA,10
FA-2012-09-12,39.7,NA,NA,NA,NA,NA,16
C11-2015-10-20,35.2,28.2,35,13.5,NA,NA,43
D6-2014-08-18,7.6,12,10,9.4,NA,NA,1
G11-2017-09-08,47.5,25.7,32,12.7,NA,NA,24
C1-2014-10-01,73.8,30.1,64,14.2,11,10,49
B9-2014-08-16,15.2,13.7,14,9.3,NA,NA,5
B2-2012-10-02,82.7,32.4,121,14.9,43,53,53
D6-2012-10-16,NA,NA,NA,NA,NA,NA,59
D5-2012-11-02,87.1,NA,NA,NA,NA,NA,74
D5-2014-09-23,80.3,NA,NA,NA,NA,NA,31
B5-2014-09-24,35.7,NA,NA,NA,NA,NA,38
F6-2012-11-07,65.5,31.6,174,14.8,58,86,76
D3-2015-10-02,72,32.5,61,15,18,11,39
D3-2016-09-27,40.4,20.3,22,11.6,NA,NA,13
D6-2012-08-20,11,NA,NA,NA,NA,NA,2
B9-2015-11-06,69.5,33,143,15.2,53,69,63
A9-2017-09-23,58.2,NA,NA,NA,NA,NA,30
E14-2012-10-31,78.9,32.2,172,15.7,60,88,73
B12-2012-09-07,52,NA,NA,NA,NA,NA,17
F6-2012-10-13,85.7,NA,NA,NA,NA,NA,51
B3-2017-10-27,82.8,31.8,141,15.3,58,69,55
G11-2014-09-17,73.4,32.8,153.5,15.7,50,65,65
C9-2012-09-26,92.3,32.5,122,15.9,44,48,52
B5-2014-08-31,26.5,NA,NA,NA,NA,NA,14
C2-2014-08-23,18.4,NA,NA,NA,NA,NA,6
E17-2012-11-12,68.9,NA,NA,NA,NA,NA,81
D9-2015-09-17,61.6,32.1,64.5,14.6,10,11,42
D5-2012-10-09,75.7,NA,NA,NA,NA,NA,50
FD-2015-10-28,84.4,33.6,112,15.4,45,50,56
A9-2014-09-10,26.7,NA,NA,NA,NA,NA,21
D6-2012-09-10,66.8,NA,NA,NA,NA,NA,23
C2-2014-10-01,77.9,NA,NA,NA,NA,NA,45
D1-2015-10-12,87.5,32.5,93,12.5,38,41,49
G13-2014-09-02,44.7,26.3,30,13.5,NA,NA,24
G13-2014-08-24,43,20.9,21,12.1,NA,NA,15
E22-2017-10-15,84.1,34.3,162,16,58,76,69
D5-2012-08-22,10,NA,NA,NA,NA,NA,2
G6-2017-10-15,69.3,32,184,16,55,84,73
B12-2014-08-29,55.9,27.2,39,13.8,NA,NA,25
H8-2017-10-06,59.8,32.8,121,15,47,55,58
D5-2012-10-21,83,NA,NA,NA,NA,NA,62
E16-2014-09-25,31,29.7,60.5,13.9,10,12,50
D2-2012-09-24,36.2,29.3,50,13.8,NA,NA,42
F19-2013-10-03,87.2,31.5,168,15.2,57,79,73
B6-2012-10-07,84.2,NA,NA,NA,NA,NA,44
A4-2012-09-08,69,31.5,68,14.7,NA,NA,38
C1-2017-09-09,43.5,21.7,23,12,NA,NA,21
E14-2014-11-12,65.6,34.9,165.5,15.9,56.5,80.5,78
E16-2012-10-14,66.6,NA,NA,NA,NA,NA,57
D3-2015-10-27,82.1,33.4,143,16.3,59,64,64
A3-2012-09-02,38,NA,NA,NA,NA,NA,15
C2-2014-09-04,27.8,NA,NA,NA,NA,NA,18
D5-2012-10-26,100.1,32.2,138,15,56,71,67
FA-2012-10-15,81.7,NA,NA,NA,NA,NA,49
D13-2014-10-03,73.4,31.6,74.5,14.5,20.5,21.5,46
F9-2014-08-26,23.3,NA,NA,NA,NA,NA,8
A9-2016-10-29,80.3,32.7,161,15.1,56,80,69
C2-2014-08-30,NA,NA,NA,NA,NA,NA,13
F19-2014-09-29,86.2,31.9,143,14.6,52,65,61
B12-2015-10-09,82.4,32.3,153.5,15.1,57,72,63
A9-2017-10-06,61.2,31.8,78,15.6,NA,NA,43
G13-2014-10-26,52.2,31.5,171,15.4,56,77,78
C5-2016-10-29,83.3,31.7,153,15.3,59,75,64
G8-2013-09-03,49,25.2,29,12.2,NA,NA,23
C1-2014-09-04,41.6,24.2,25,12.3,NA,NA,22
F9-2014-10-08,NA,NA,NA,NA,NA,NA,51
H5-2015-10-01,85,32.2,113,14.9,38,44,55
H9-2014-10-20,85.5,34.9,111,15.7,37,46,61
E14-2012-10-03,77.1,NA,NA,NA,NA,NA,45
G2-2013-09-12,50.2,30.2,52,13.3,NA,NA,29
FA-2012-11-08,95,NA,NA,NA,NA,NA,73
C2-2014-10-15,80.2,NA,NA,NA,NA,NA,59
D7-2014-10-14,54.4,31.9,119.5,15.3,47,59,64
A9-2017-10-15,73.6,32,112,16,39,44,52
D4-2015-10-17,90.8,30.4,94,15,34,33,48
B5-2015-10-09,67.6,32.3,116,15.1,38,45,56
F12-2014-08-18,9,12.4,11.5,8.8,NA,NA,3
A9-2017-09-07,33.1,NA,NA,NA,NA,NA,14
E22-2013-10-09,70.7,33.5,85,14.7,28,35,48
C7-2015-10-08,78.5,32.5,100,16.1,38,40,56
D1-2015-09-02,33.9,16.64,18,10.74,NA,NA,9
B12-2015-09-28,87.5,32.8,117,14.8,44,49,52
FA-2012-09-26,64.9,NA,NA,NA,NA,NA,30
G11-2017-10-12,87.2,31.4,139,15.5,54,65,58
D6-2014-09-05,NA,NA,NA,NA,NA,NA,19
G8-2015-09-10,52.5,29,44.5,13.2,NA,NA,29
FD-2015-09-28,54.2,26.8,38,12.8,NA,NA,26
G8-2013-09-12,56.6,28.9,45,13,NA,NA,32
FC-2012-09-15,85.6,31.6,65,15,7,7,33
E17-2012-08-31,14,NA,NA,NA,NA,NA,8
G7-2013-11-17,35.6,31,141,14.5,56,71,92
B6-2012-10-25,102.3,NA,NA,NA,NA,NA,62
FD-2014-09-05,65.8,20.9,53,14.3,7,7,31
A9-2017-10-10,NA,NA,NA,NA,NA,NA,47
B12-2015-10-12,79.3,32.5,160.5,15.5,57,74,66
C3-2012-08-30,73.7,28.9,54,13.1,NA,NA,31
C13-2015-10-30,83.4,31.8,140,15.5,55,61,67
G11-2017-10-21,73.6,31.3,167,15.4,59,79,67
H5-2015-09-07,49.2,29.2,43,13.4,NA,NA,31
C7-2012-08-30,53.2,24.5,29,11.7,NA,NA,23
B9-2014-09-30,86.1,31.8,84.5,14.9,34,30,50
E14-2012-09-07,59.5,21.8,24,12.5,NA,NA,19
H9-2014-09-19,NA,NA,NA,NA,NA,NA,30
D6-2012-10-05,80,NA,NA,NA,NA,NA,48
C13-2015-09-21,55.1,28.1,36.5,13.1,5,5,28
D5-2012-11-07,71.6,32.2,173,15,60,92,79
F19-2013-09-12,78.3,31.5,93,14,34,42,52
FD-2015-09-30,54.9,27.9,40,13.7,NA,NA,28
F6-2015-11-18,75.8,32.5,172,16.3,59.5,81,79
B12-2012-09-10,61.8,NA,NA,NA,NA,NA,20
B12-2012-09-26,70.2,29.5,64,13.9,14,18,36
A9-2017-09-04,NA,NA,NA,NA,NA,NA,11
F17-2017-10-03,78.8,32.3,96,14.8,53,65,49
D8-2017-09-05,62.5,31.1,51,13.8,NA,NA,32
F19-2013-09-09,85.5,31.5,85,13.9,28,35,49
C4-2014-09-04,66.5,32.7,70,14.2,18,20,40
F6-2016-10-23,69.7,32.6,172,15.4,56,81,73
D9-2014-10-01,82,32.3,153,16.4,57,77.5,68
G9-2017-08-26,25.7,18,18,11,NA,NA,12
D9-2014-09-25,80.2,32.4,135,16,50.5,64,62
D5-2014-10-18,55.8,NA,NA,NA,NA,NA,56
D4-2017-08-27,49.8,21.8,23,11.6,NA,NA,16
FZ-2013-09-12,72.6,31.5,48,14,NA,NA,35
D6-2012-08-29,35.9,NA,NA,NA,NA,NA,11
C8-2016-10-23,85.6,33.2,103,15.4,38,39,52
B5-2014-10-08,NA,NA,NA,NA,NA,NA,52
E16-2012-09-16,65.1,NA,NA,NA,NA,NA,29
B13-2012-10-05,99.8,NA,NA,NA,NA,NA,44
A3-2012-10-01,68,NA,NA,NA,NA,NA,44
E16-2015-09-28,59.6,30,50,14.3,NA,NA,30
D6-2014-09-26,94.2,33,60,14.5,14,14,40
G11-2017-09-30,80.3,31.7,96,15,33,37,46
A3-2012-09-08,52.9,NA,NA,NA,NA,NA,21
H9-2014-10-01,69.2,NA,NA,NA,NA,NA,42
C6-2012-09-14,70,29.6,54,13.5,NA,NA,33
D3-2014-09-10,57.8,28.4,52.5,14,NA,NA,31
C4-2013-09-30,55.5,32.8,142,15,53,64,65
D6-2014-11-07,58.5,33.6,159,15.7,54.5,75,82
G2-2013-10-21,51.9,32.7,149,14.1,54,68,68
D5-2012-08-31,17.1,NA,NA,NA,NA,NA,11
F9-2014-10-07,NA,NA,NA,NA,NA,NA,50
C4-2015-09-02,39.8,25.26,29,12.91,NA,NA,25
D13-2014-09-28,60.1,NA,NA,NA,NA,NA,41
E17-2012-09-23,61.6,27.8,37,13.4,NA,NA,31
B5-2014-10-31,89.2,NA,NA,NA,NA,NA,75
F14-2015-10-10,87.5,33.2,178,15.3,61,83,78
D2-2012-09-21,34.9,29,46,14.1,NA,NA,39
F14-2016-10-29,74.4,32.5,117,14.4,38,45,44
F6-2012-10-16,NA,NA,NA,NA,NA,NA,54
B12-2013-09-03,57.5,24.6,29,12.1,NA,NA,22
C1-2016-09-23,71.4,31.5,92,14.6,35,37,50
E16-2014-09-28,28.1,29.9,65.5,14.1,NA,NA,53
H7-2013-09-25,32.4,27.1,42,12.9,10,10,31
C11-2014-10-19,71.3,31.9,161,14.8,54.5,71,69
E14-2014-09-27,76.6,NA,NA,NA,NA,NA,32
F6-2012-10-25,85.3,NA,NA,NA,NA,NA,63
D4-2015-09-21,41.4,22,25.5,12.3,NA,NA,22
A11-2017-10-15,80.1,32.5,172,15.3,61,80,73
FC-2012-10-24,77.3,32.5,181,15.7,58,89,72
C7-2015-10-17,90.5,32.3,133,16.8,53,62,65
C7-2015-11-03,65.7,32.8,176,17.1,60,87,82
A3-2014-09-03,47.9,25.8,30,12.4,NA,NA,24
B12-2012-09-11,62.2,23,30,12.3,NA,NA,21
E14-2014-09-12,30,NA,NA,NA,NA,NA,17
B6-2012-08-26,10.1,NA,NA,NA,NA,NA,2
A10-2012-09-14,73.6,29.6,57,14,NA,NA,37
B12-2013-09-15,70.5,29.8,56,13.9,10,10,34
C7-2012-10-05,101.8,32.1,124,15.6,44,50,59
H6-2013-10-10,88,31,137,14.2,55,66,64
E22-2013-08-31,26.3,16.2,18,10,NA,NA,9
D4-2015-09-29,66.1,27.1,39,13.5,NA,NA,30
FD-2014-09-17,65.8,33.2,88,15,28.5,30,43
E14-2014-09-07,NA,NA,NA,NA,NA,NA,12
A9-2014-09-18,46.1,NA,NA,NA,NA,NA,29
G6-2017-09-14,66.5,32.2,80,16,NA,NA,42
D5-2012-08-23,10,NA,NA,NA,NA,NA,3
D13-2012-10-30,74.5,31.3,171,14.6,55,83,75
H8-2015-10-19,86.9,31,48,14.5,NA,NA,37
D13-2014-08-22,14.7,13.7,13,9.4,NA,NA,4
B12-2012-09-14,59.9,25.4,35,12.4,NA,NA,24
FZ-2013-10-09,84.3,33,131,15.1,53,64,62
FA-2012-11-07,91.2,NA,NA,NA,NA,NA,72
B13-2012-10-11,97.1,33,105,15.3,38,43,50
B6-2012-08-30,15.5,NA,NA,NA,NA,NA,6
B12-2013-10-06,85,31.1,124,14.8,46,58,55
B5-2014-09-21,42.1,NA,NA,NA,NA,NA,35
C6-2012-08-21,21.5,15,15,10.6,NA,NA,9
H3-2015-10-01,73.4,32.3,125,15.7,46,54,59
B12-2014-09-21,64.7,32,102,15.3,36.5,40,48
D6-2014-11-06,60.5,NA,NA,NA,NA,NA,81
H4-2014-10-11,84.4,32.1,138,16.2,52,66,62
G12-2013-09-21,59.2,32.8,83,14.4,24,29,52
B13-2014-09-03,22.8,NA,NA,NA,NA,NA,6
F19-2016-09-26,89.9,33.7,99,13.9,42,45,51
D3-2015-09-02,32.6,16.66,17,11.19,NA,NA,9
E22-2013-10-12,64.3,33.5,92,14.7,33,40,51
G9-2016-11-10,83.2,32.2,160,14.9,55,72,69
C4-2012-09-23,78.7,33.1,124,15.4,45,54,56
G2-2014-09-14,43.4,28.8,43,13.8,NA,NA,35
C7-2012-10-11,90.1,32.1,147,15.7,54,65,65
G11-2014-08-30,78.8,33,84,15.5,31,31,47
F14-2015-09-22,92.2,33.2,125,15.1,49,55,60
C8-2014-09-27,68.6,31.2,67.5,14.8,18,16,40
E14-2014-11-08,77.4,NA,NA,NA,NA,NA,74
A9-2017-10-22,69.3,NA,NA,NA,NA,NA,59
C1-2012-09-08,74.2,31.6,70,13.7,12,17,40
H3-2015-09-19,68.5,32,85,15.5,28,29,47
B5-2014-10-30,89.5,NA,NA,NA,NA,NA,74
E2-2016-11-10,76.9,29.7,129,14.7,52,64,53
C5-2017-09-28,93.7,31.8,112,16.1,42,50,52
G7-2015-09-25,96.1,32.4,70,14.6,24,24,42
F10-2017-09-06,22.4,14.5,15,10,NA,NA,6
A9-2014-08-22,8.4,12.3,11,8.5,NA,NA,2
D4-2014-09-19,82.5,32.5,117,15.7,45,52,55
D6-2014-09-09,42.3,NA,NA,NA,NA,NA,23
A6-2014-10-01,46.4,30.3,68,14.1,22,25,51
A4-2015-10-21,77.5,32.4,168,16,58,80,75
G12-2015-09-07,71.7,32.97,69.5,14.8,17,20,43
E14-2015-09-03,58.5,24.97,28,12.68,NA,NA,21
C2-2014-11-01,58.7,30.6,167,14.7,54.5,76.5,76
C8-2014-09-22,64.2,NA,NA,NA,NA,NA,35
D10-2015-11-03,78.2,31.3,116,15.5,49,54,59
A7-2012-10-05,71.1,33.4,133,14.9,50,61,63
C13-2015-09-29,52.7,30.4,56,13.9,NA,NA,36
G8-2015-09-19,60.4,31.3,65.5,14,21,19,38
F7-2017-09-06,73.7,31.9,62,14.6,NA,NA,35
C2-2014-09-16,51,NA,NA,NA,NA,NA,30
D11-2015-09-28,87.3,32.8,83,15.5,30,29,50
H9-2013-09-22,52.3,30.3,57,14.6,9,9,36
B13-2012-09-02,36.7,18.3,17,10.7,NA,NA,11
B6-2012-10-27,NA,32.5,154,15,60,74,64
A4-2012-08-21,55.2,24.3,28,13.3,NA,NA,20
H8-2014-09-29,84.1,32,76.5,15.9,20,25,48
A9-2014-10-20,75.2,31.1,86.5,14.4,28.5,33.5,61
H6-2013-10-16,76.7,31,155,14.1,62,81,70
E14-2014-11-04,93,NA,NA,NA,NA,NA,70
G2-2015-09-10,45.6,25.8,36,12.9,NA,NA,27
C11-2015-10-02,23.5,19.4,14,11.2,NA,NA,25
H4-2013-09-19,60.4,30.5,52,14.5,NA,NA,34
D5-2012-08-27,11.5,12.8,13,8.5,NA,NA,7
G2-2014-09-29,68.2,31.5,79,15.4,21,19,50
C10-2015-10-08,75.8,32.2,70,14.7,23,28,45
D13-2014-09-15,53.4,26.2,49,13.2,NA,NA,28
A9-2014-11-01,80.3,31.4,133,14.7,50,62,73
C11-2014-10-01,82.7,32.2,101.5,15,38.5,45,51
B2-2012-08-27,47.3,22.8,28,11,NA,NA,17
A7-2017-09-22,85.4,32.8,82,15.1,25,29,43
FD-2012-08-31,66.4,29.2,32,12.3,NA,NA,27
B13-2014-10-26,91.1,NA,NA,NA,NA,NA,59
G12-2014-08-30,63.6,30.8,38.5,13.4,NA,NA,27
D6-2012-09-02,33.8,NA,NA,NA,NA,NA,15
G11-2014-09-26,70.7,32.4,172,15.9,58,83,74
F6-2012-11-01,68.1,31.6,159,14.8,55,80,70
D4-2015-09-26,63.8,25.3,31,13.1,NA,NA,27
B13-2014-11-01,100.4,NA,NA,NA,NA,NA,65
B6-2012-09-08,46.8,NA,NA,NA,NA,NA,15
E14-2012-10-05,86.4,NA,NA,NA,NA,NA,47
C8-2016-10-29,83.6,33.3,126,14.1,47,56,58
F17-2015-09-07,51.2,28.75,40,13.01,NA,NA,29
D5-2014-09-04,32.2,NA,NA,NA,NA,NA,12
D4-2015-10-23,78.7,30.5,112,15.2,45,49.5,54
E17-2012-10-13,62.5,NA,NA,NA,NA,NA,51
E22-2013-10-18,47.6,33.5,100,14.7,40,NA,57
F17-2014-10-29,59.5,32.4,170,14.6,55,79,82
G11-2015-10-10,76.8,30.8,109,14.8,40.5,45,51
G8-2015-10-19,75.5,32.4,163,15.5,55,79,68
A4-2015-09-28,65.1,32.4,90,15.5,36,38,52
A7-2012-08-18,41.7,21.1,19,11,NA,NA,15
C8-2014-09-05,NA,NA,NA,NA,NA,NA,18
D5-2014-10-14,65.5,NA,NA,NA,NA,NA,52
C6-2012-10-18,83.6,32.4,150,15.3,51,72,67
B12-2012-09-29,86.1,30.2,71,14.3,20,23,39
B5-2014-08-19,10.6,12.8,12.5,9.2,NA,NA,2
D7-2014-11-01,69,31.9,172.2,14.8,57,80,82
E16-2015-09-10,37.2,19.1,21,11.6,NA,NA,12
B5-2014-10-07,NA,NA,NA,NA,NA,NA,51
G2-2014-10-26,78.4,31.6,164.5,16,56.5,69,77
F12-2014-09-17,44.3,27.2,35.5,13.2,NA,NA,33
E22-2017-09-26,83.5,34.7,97,15.8,NA,NA,50
C11-2015-10-12,34.1,30.9,85,15,31,34,35
E2-2016-09-27,43.2,18.3,16,11,NA,NA,9
H3-2015-09-13,65.1,31.4,67,15,23,22,41
G9-2017-10-12,79.8,31.7,132,15.1,44,55,59
B12-2014-09-24,75,32.6,117,15.7,44,52,51
B12-2012-10-22,84.8,NA,NA,NA,NA,NA,62
D3-2014-10-31,64.8,31.4,173,14.9,54.5,81,82
B12-2014-09-03,58.3,29.5,55,14.1,8,NA,30
A11-2014-09-09,48.4,29.3,47,13.7,NA,NA,33
E14-2014-09-15,58.9,NA,NA,NA,NA,NA,20
D6-2012-10-27,84.2,33,163,15,56,80,70
C8-2014-08-21,11.1,NA,NA,NA,NA,NA,3
A6-2014-09-21,40.2,29.8,58,14.2,12,12,41
D11-2014-09-01,61.5,27.7,34,13.2,NA,NA,24
B12-2012-10-25,82.6,NA,NA,NA,NA,NA,65
F10-2015-10-01,87.8,32.7,95,15.6,38,40,52
F6-2012-08-29,14,NA,NA,NA,NA,NA,6
FA-2012-11-12,89.1,33,169,15.5,59,86,77
A9-2017-10-14,NA,NA,NA,NA,NA,NA,51
F17-2014-09-14,47.8,30.4,56.5,13.8,9,9,37
A9-2014-09-13,22.4,NA,NA,NA,NA,NA,24
H7-2016-09-27,61.8,26.7,39,12.5,NA,NA,27
B13-2014-10-13,95.1,33.3,80.5,15,29,24,46
E17-2012-11-07,72.6,33,162,15.4,58,81,76
A3-2014-08-16,20.4,14.5,15,9.7,NA,NA,6
F17-2017-09-06,42,24.4,28,12.2,NA,NA,22
C5-2012-10-26,65,30.8,126,14.3,40,50,77
D7-2014-10-03,74.2,30.9,87,14.9,34,38,53
G7-2013-10-09,48.2,31,83,14.4,32,35,53
G12-2015-10-01,61.5,33.1,153.5,15.4,52,69,67
D10-2015-09-29,45,25.8,31,13.3,NA,NA,24
H4-2017-09-08,75.6,32,81,15.4,15,15,48
D4-2015-11-03,89.8,30.8,150,15.7,59,73,65
C1-2014-11-06,77.9,31.5,163.5,15.2,57,77.5,85
E17-2012-08-24,8,12.8,13,8.4,NA,NA,1
G7-2013-10-18,40.4,31,96,14.1,41,47,62
F6-2017-09-24,72.8,31.5,58,15,NA,NA,37
G12-2014-09-11,70,33.1,69.5,14.6,21,23,39
A3-2012-10-20,81.8,NA,NA,NA,NA,NA,63
B13-2017-10-06,93.9,31.7,103,14.1,41,52,49
G7-2013-11-05,48.5,31.1,131,14.5,50,63,80
FD-2012-10-18,73.2,34,180,14.7,58,86,75
C5-2014-09-19,61.9,32,67,14.8,24.5,25,43
B5-2014-09-01,34.4,NA,NA,NA,NA,NA,15
G6-2017-09-08,71.3,31.6,68,14.7,NA,NA,36
A9-2017-09-03,NA,NA,NA,NA,NA,NA,10
F6-2012-11-04,66.3,31.6,168,14.8,56,83,73
D13-2014-10-25,55.6,NA,NA,NA,NA,NA,68
F17-2015-10-07,72.7,32.8,123,14.7,50,53,59
D6-2014-09-03,48.5,NA,NA,NA,NA,NA,17
H8-2015-10-29,107.3,32.4,70,15.2,17,21,47
B5-2014-10-28,93.2,NA,NA,NA,NA,NA,72
F19-2014-08-30,70.9,29.8,51.5,13.1,10,10,31
A9-2014-11-03,79.2,NA,NA,NA,NA,NA,75
B6-2012-10-31,84.2,NA,NA,NA,NA,NA,68
B13-2013-10-06,105.1,33.3,112,15.1,45,50,53
D5-2014-10-13,70.9,32.7,98,15,38,44,51
C7-2017-09-18,89.7,34,109,15.4,37,44,54
E17-2012-11-08,68.1,NA,NA,NA,NA,NA,77
B6-2012-10-17,NA,NA,NA,NA,NA,NA,54
